"Potential, V ( 5mV/s)"	"Current, A ( 5 mV/s)"	"Potential, V ( 10mV/s)"	"Current, A ( 10 mV/s)"	"Potential, V ( 25mV/s)"	"Current, A ( 25 mV/s)"	"Potential, V ( 50mV/s)"	"Current, A ( 50 mV/s)"	"Potential, V ( 100mV/s)"	"Current, A ( 100 mV/s)"	"Potential, V ( 200 mV/s)"	"Current, A ( 200 mV/s)"	"Potential, V ( 400 mV/s)"	"Current, A ( 400 mV/s)"
0.039	1.13E-08	0.039	1.44E-08	0.039	2.68E-08	0.039	3.64E-08	0.039	7.40E-08	0.039	7.29E-08	0.039	5.66E-08
0.038	1.10E-08	0.038	1.42E-08	0.038	2.64E-08	0.038	3.60E-08	0.038	7.21E-08	0.038	7.21E-08	0.038	4.75E-08
0.037	1.07E-08	0.037	1.39E-08	0.037	2.61E-08	0.037	3.52E-08	0.037	7.20E-08	0.037	7.42E-08	0.037	5.55E-08
0.036	1.07E-08	0.036	1.35E-08	0.036	2.51E-08	0.036	3.44E-08	0.036	6.90E-08	0.036	6.82E-08	0.036	3.75E-08
0.035	1.05E-08	0.035	1.34E-08	0.035	2.50E-08	0.035	3.42E-08	0.035	6.94E-08	0.035	6.81E-08	0.035	5.05E-08
0.034	1.03E-08	0.034	1.31E-08	0.034	2.43E-08	0.034	3.29E-08	0.034	6.61E-08	0.034	6.75E-08	0.034	3.65E-08
0.033	1.02E-08	0.033	1.28E-08	0.033	2.34E-08	0.033	3.23E-08	0.033	6.51E-08	0.033	6.40E-08	0.033	4.34E-08
0.032	1.01E-08	0.032	1.26E-08	0.032	2.31E-08	0.032	3.14E-08	0.032	6.33E-08	0.032	6.30E-08	0.032	3.24E-08
0.031	9.99E-09	0.031	1.21E-08	0.031	2.22E-08	0.031	3.04E-08	0.031	6.19E-08	0.031	5.91E-08	0.031	3.64E-08
0.03	9.75E-09	0.03	1.20E-08	0.03	2.18E-08	0.03	3.00E-08	0.03	6.05E-08	0.03	5.77E-08	0.03	3.14E-08
0.029	9.51E-09	0.029	1.16E-08	0.029	2.14E-08	0.029	2.92E-08	0.029	5.94E-08	0.029	6.09E-08	0.029	3.84E-08
0.028	9.56E-09	0.028	1.14E-08	0.028	2.03E-08	0.028	2.83E-08	0.028	5.66E-08	0.028	5.23E-08	0.028	2.13E-08
0.027	9.18E-09	0.027	1.11E-08	0.027	2.00E-08	0.027	2.78E-08	0.027	5.64E-08	0.027	5.24E-08	0.027	3.13E-08
0.026	9.11E-09	0.026	1.07E-08	0.026	1.93E-08	0.026	2.64E-08	0.026	5.34E-08	0.026	5.03E-08	0.026	1.33E-08
0.025	8.74E-09	0.025	1.04E-08	0.025	1.85E-08	0.025	2.56E-08	0.025	5.24E-08	0.025	4.91E-08	0.025	2.43E-08
0.024	8.80E-09	0.024	1.02E-08	0.024	1.82E-08	0.024	2.49E-08	0.024	5.09E-08	0.024	4.70E-08	0.024	1.83E-08
0.023	8.51E-09	0.023	9.72E-09	0.023	1.73E-08	0.023	2.38E-08	0.023	4.93E-08	0.023	4.39E-08	0.023	1.63E-08
0.022	8.30E-09	0.022	9.46E-09	0.022	1.68E-08	0.022	2.34E-08	0.022	4.76E-08	0.022	4.18E-08	0.022	1.42E-08
0.021	8.24E-09	0.021	9.12E-09	0.021	1.61E-08	0.021	2.23E-08	0.021	4.67E-08	0.021	4.32E-08	0.021	8.61E-09
0.02	8.02E-09	0.02	8.64E-09	0.02	1.53E-08	0.02	2.12E-08	0.02	4.35E-08	0.02	3.62E-08	0.02	4.09E-11
0.019	7.75E-09	0.019	8.37E-09	0.019	1.49E-08	0.019	2.04E-08	0.019	4.29E-08	0.019	3.40E-08	0.019	6.47E-09
0.018	7.33E-09	0.018	8.05E-09	0.018	1.40E-08	0.018	1.91E-08	0.018	3.99E-08	0.018	3.46E-08	0.018	-5.09E-09
0.017	7.30E-09	0.017	7.60E-09	0.017	1.32E-08	0.017	1.85E-08	0.017	3.89E-08	0.017	3.35E-08	0.017	-1.66E-09
0.016	7.08E-09	0.016	7.19E-09	0.016	1.28E-08	0.016	1.74E-08	0.016	3.68E-08	0.016	2.88E-08	0.016	-1.23E-09
0.015	6.57E-09	0.015	6.69E-09	0.015	1.17E-08	0.015	1.59E-08	0.015	3.47E-08	0.015	2.43E-08	0.015	-6.80E-09
0.014	6.40E-09	0.014	6.38E-09	0.014	1.13E-08	0.014	1.52E-08	0.014	3.29E-08	0.014	2.27E-08	0.014	-6.37E-09
0.013	6.14E-09	0.013	5.87E-09	0.013	1.03E-08	0.013	1.38E-08	0.013	3.15E-08	0.013	2.40E-08	0.013	-1.89E-08
0.012	5.66E-09	0.012	5.33E-09	0.012	9.21E-09	0.012	1.24E-08	0.012	2.80E-08	0.012	1.64E-08	0.012	-2.15E-08
0.011	5.25E-09	0.011	4.95E-09	0.011	8.95E-09	0.011	1.17E-08	0.011	2.80E-08	0.011	1.60E-08	0.011	-2.71E-08
0.01	4.92E-09	0.01	4.40E-09	0.01	8.10E-09	0.01	1.02E-08	0.01	2.46E-08	0.01	1.50E-08	0.01	-2.66E-08
0.009	4.65E-09	0.009	3.87E-09	0.009	6.94E-09	0.009	9.12E-09	0.009	2.34E-08	0.009	1.28E-08	0.009	-3.52E-08
0.008	4.23E-09	0.008	3.43E-09	0.008	6.38E-09	0.008	8.03E-09	0.008	2.09E-08	0.008	1.02E-08	0.008	-2.88E-08
0.007	3.91E-09	0.007	2.84E-09	0.007	5.23E-09	0.007	6.15E-09	0.007	1.90E-08	0.007	4.49E-09	0.007	-4.63E-08
0.006	3.59E-09	0.006	2.39E-09	0.006	4.37E-09	0.006	5.26E-09	0.006	1.68E-08	0.006	1.31E-09	0.006	-3.69E-08
0.005	2.98E-09	0.005	1.76E-09	0.005	3.61E-09	0.005	3.68E-09	0.005	1.50E-08	0.005	4.52E-09	0.005	-5.45E-08
0.004	2.82E-09	0.004	1.20E-09	0.004	2.36E-09	0.004	2.19E-09	0.004	1.15E-08	0.004	-5.76E-09	0.004	-5.10E-08
0.003	2.57E-09	0.003	7.02E-10	0.003	1.80E-09	0.003	1.41E-09	0.003	1.07E-08	0.003	-5.05E-09	0.003	-6.06E-08
0.002	1.79E-09	0.002	1.17E-10	0.002	7.44E-10	0.002	-6.78E-10	0.002	7.36E-09	0.002	-7.43E-09	0.002	-6.02E-08
0.001	1.66E-09	0.001	-5.18E-10	0.001	-5.13E-10	0.001	-1.76E-09	0.001	5.26E-09	0.001	-1.06E-08	0.001	-7.47E-08
0	8.26E-10	0	-1.66E-09	0	-2.77E-09	0	-5.35E-09	0	-8.38E-10	0	-2.31E-08	0	-8.03E-08
-0.001	5.02E-10	-0.001	-2.08E-09	-0.001	-2.83E-09	-0.001	-6.33E-09	-0.001	-9.38E-10	-0.001	-2.08E-08	-0.001	-8.29E-08
-0.002	9.21E-11	-0.002	-2.62E-09	-0.002	-3.88E-09	-0.002	-6.62E-09	-0.002	-2.84E-09	-0.002	-2.21E-08	-0.002	-7.35E-08
-0.003	-4.51E-10	-0.003	-3.25E-09	-0.003	-4.94E-09	-0.003	-8.50E-09	-0.003	-4.54E-09	-0.003	-2.18E-08	-0.003	-9.10E-08
-0.004	-7.27E-10	-0.004	-4.04E-09	-0.004	-6.50E-09	-0.004	-1.02E-08	-0.004	-8.24E-09	-0.004	-3.14E-08	-0.004	-8.76E-08
-0.005	-1.18E-09	-0.005	-4.53E-09	-0.005	-7.15E-09	-0.005	-1.17E-08	-0.005	-9.44E-09	-0.005	-3.23E-08	-0.005	-1.00E-07
-0.006	-1.67E-09	-0.006	-5.30E-09	-0.006	-8.61E-09	-0.006	-1.39E-08	-0.006	-1.35E-08	-0.006	-3.60E-08	-0.006	-9.97E-08
-0.007	-2.29E-09	-0.007	-6.17E-09	-0.007	-1.03E-08	-0.007	-1.54E-08	-0.007	-1.56E-08	-0.007	-3.93E-08	-0.007	-1.14E-07
-0.008	-3.01E-09	-0.008	-6.90E-09	-0.008	-1.11E-08	-0.008	-1.72E-08	-0.008	-1.88E-08	-0.008	-4.25E-08	-0.008	-1.02E-07
-0.009	-3.44E-09	-0.009	-7.80E-09	-0.009	-1.27E-08	-0.009	-1.93E-08	-0.009	-2.15E-08	-0.009	-4.98E-08	-0.009	-1.22E-07
-0.01	-4.14E-09	-0.01	-8.52E-09	-0.01	-1.38E-08	-0.01	-2.07E-08	-0.01	-2.48E-08	-0.01	-5.21E-08	-0.01	-1.13E-07
-0.011	-4.73E-09	-0.011	-9.31E-09	-0.011	-1.52E-08	-0.011	-2.29E-08	-0.011	-2.73E-08	-0.011	-5.16E-08	-0.011	-1.34E-07
-0.012	-5.37E-09	-0.012	-1.02E-08	-0.012	-1.72E-08	-0.012	-2.50E-08	-0.012	-3.15E-08	-0.012	-6.35E-08	-0.012	-1.33E-07
-0.013	-6.10E-09	-0.013	-1.12E-08	-0.013	-1.84E-08	-0.013	-2.74E-08	-0.013	-3.39E-08	-0.013	-6.63E-08	-0.013	-1.46E-07
-0.014	-6.71E-09	-0.014	-1.21E-08	-0.014	-1.97E-08	-0.014	-2.95E-08	-0.014	-3.78E-08	-0.014	-6.90E-08	-0.014	-1.45E-07
-0.015	-7.40E-09	-0.015	-1.31E-08	-0.015	-2.17E-08	-0.015	-3.16E-08	-0.015	-4.05E-08	-0.015	-7.35E-08	-0.015	-1.57E-07
-0.016	-8.14E-09	-0.016	-1.40E-08	-0.016	-2.29E-08	-0.016	-3.37E-08	-0.016	-4.43E-08	-0.016	-7.79E-08	-0.016	-1.53E-07
-0.017	-8.82E-09	-0.017	-1.51E-08	-0.017	-2.47E-08	-0.017	-3.65E-08	-0.017	-4.79E-08	-0.017	-8.55E-08	-0.017	-1.68E-07
-0.018	-9.70E-09	-0.018	-1.61E-08	-0.018	-2.64E-08	-0.018	-3.86E-08	-0.018	-5.16E-08	-0.018	-8.90E-08	-0.018	-1.71E-07
-0.019	-1.06E-08	-0.019	-1.73E-08	-0.019	-2.82E-08	-0.019	-4.13E-08	-0.019	-5.55E-08	-0.019	-9.04E-08	-0.019	-1.83E-07
-0.02	-1.11E-08	-0.02	-1.85E-08	-0.02	-3.05E-08	-0.02	-4.40E-08	-0.02	-6.04E-08	-0.02	-1.01E-07	-0.02	-1.95E-07
-0.021	-1.21E-08	-0.021	-1.96E-08	-0.021	-3.20E-08	-0.021	-4.63E-08	-0.021	-6.27E-08	-0.021	-1.05E-07	-0.021	-1.97E-07
-0.022	-1.31E-08	-0.022	-2.08E-08	-0.022	-3.41E-08	-0.022	-4.93E-08	-0.022	-6.82E-08	-0.022	-1.10E-07	-0.022	-2.12E-07
-0.023	-1.38E-08	-0.023	-2.21E-08	-0.023	-3.64E-08	-0.023	-5.19E-08	-0.023	-7.16E-08	-0.023	-1.15E-07	-0.023	-2.11E-07
-0.024	-1.47E-08	-0.024	-2.33E-08	-0.024	-3.81E-08	-0.024	-5.48E-08	-0.024	-7.62E-08	-0.024	-1.21E-07	-0.024	-2.24E-07
-0.025	-1.58E-08	-0.025	-2.47E-08	-0.025	-4.08E-08	-0.025	-5.84E-08	-0.025	-8.08E-08	-0.025	-1.31E-07	-0.025	-2.33E-07
-0.026	-1.68E-08	-0.026	-2.60E-08	-0.026	-4.27E-08	-0.026	-6.12E-08	-0.026	-8.62E-08	-0.026	-1.36E-07	-0.026	-2.41E-07
-0.027	-1.80E-08	-0.027	-2.74E-08	-0.027	-4.49E-08	-0.027	-6.41E-08	-0.027	-9.00E-08	-0.027	-1.38E-07	-0.027	-2.47E-07
-0.028	-1.90E-08	-0.028	-2.90E-08	-0.028	-4.76E-08	-0.028	-6.78E-08	-0.028	-9.61E-08	-0.028	-1.51E-07	-0.028	-2.71E-07
-0.029	-2.02E-08	-0.029	-3.02E-08	-0.029	-4.96E-08	-0.029	-7.08E-08	-0.029	-9.93E-08	-0.029	-1.55E-07	-0.029	-2.61E-07
-0.03	-2.13E-08	-0.03	-3.19E-08	-0.03	-5.23E-08	-0.03	-7.51E-08	-0.03	-1.06E-07	-0.03	-1.62E-07	-0.03	-2.88E-07
-0.031	-2.22E-08	-0.031	-3.35E-08	-0.031	-5.49E-08	-0.031	-7.83E-08	-0.031	-1.11E-07	-0.031	-1.69E-07	-0.031	-2.88E-07
-0.032	-2.34E-08	-0.032	-3.52E-08	-0.032	-5.76E-08	-0.032	-8.22E-08	-0.032	-1.17E-07	-0.032	-1.78E-07	-0.032	-3.05E-07
-0.033	-2.48E-08	-0.033	-3.71E-08	-0.033	-6.06E-08	-0.033	-8.65E-08	-0.033	-1.23E-07	-0.033	-1.86E-07	-0.033	-3.12E-07
-0.034	-2.60E-08	-0.034	-3.88E-08	-0.034	-6.31E-08	-0.034	-8.98E-08	-0.034	-1.28E-07	-0.034	-1.96E-07	-0.034	-3.27E-07
-0.035	-2.76E-08	-0.035	-4.07E-08	-0.035	-6.62E-08	-0.035	-9.41E-08	-0.035	-1.34E-07	-0.035	-1.98E-07	-0.035	-3.32E-07
-0.036	-2.89E-08	-0.036	-4.27E-08	-0.036	-6.97E-08	-0.036	-9.85E-08	-0.036	-1.41E-07	-0.036	-2.13E-07	-0.036	-3.54E-07
-0.037	-3.03E-08	-0.037	-4.47E-08	-0.037	-7.25E-08	-0.037	-1.03E-07	-0.037	-1.46E-07	-0.037	-2.21E-07	-0.037	-3.56E-07
-0.038	-3.19E-08	-0.038	-4.69E-08	-0.038	-7.61E-08	-0.038	-1.08E-07	-0.038	-1.55E-07	-0.038	-2.31E-07	-0.038	-3.86E-07
-0.039	-3.35E-08	-0.039	-4.91E-08	-0.039	-7.99E-08	-0.039	-1.13E-07	-0.039	-1.61E-07	-0.039	-2.38E-07	-0.039	-3.85E-07
-0.04	-3.52E-08	-0.04	-5.12E-08	-0.04	-8.28E-08	-0.04	-1.17E-07	-0.04	-1.68E-07	-0.04	-2.48E-07	-0.04	-4.07E-07
-0.041	-3.69E-08	-0.041	-5.34E-08	-0.041	-8.69E-08	-0.041	-1.23E-07	-0.041	-1.76E-07	-0.041	-2.62E-07	-0.041	-4.16E-07
-0.042	-3.83E-08	-0.042	-5.56E-08	-0.042	-9.05E-08	-0.042	-1.28E-07	-0.042	-1.83E-07	-0.042	-2.73E-07	-0.042	-4.30E-07
-0.043	-4.03E-08	-0.043	-5.82E-08	-0.043	-9.44E-08	-0.043	-1.33E-07	-0.043	-1.91E-07	-0.043	-2.77E-07	-0.043	-4.46E-07
-0.044	-4.22E-08	-0.044	-6.08E-08	-0.044	-9.91E-08	-0.044	-1.39E-07	-0.044	-2.00E-07	-0.044	-2.96E-07	-0.044	-4.72E-07
-0.045	-4.42E-08	-0.045	-6.34E-08	-0.045	-1.03E-07	-0.045	-1.45E-07	-0.045	-2.07E-07	-0.045	-3.07E-07	-0.045	-4.78E-07
-0.046	-4.60E-08	-0.046	-6.61E-08	-0.046	-1.07E-07	-0.046	-1.51E-07	-0.046	-2.18E-07	-0.046	-3.17E-07	-0.046	-5.02E-07
-0.047	-4.82E-08	-0.047	-6.87E-08	-0.047	-1.12E-07	-0.047	-1.57E-07	-0.047	-2.25E-07	-0.047	-3.30E-07	-0.047	-5.14E-07
-0.048	-5.04E-08	-0.048	-7.14E-08	-0.048	-1.16E-07	-0.048	-1.64E-07	-0.048	-2.35E-07	-0.048	-3.42E-07	-0.048	-5.33E-07
-0.049	-5.26E-08	-0.049	-7.47E-08	-0.049	-1.22E-07	-0.049	-1.71E-07	-0.049	-2.45E-07	-0.049	-3.59E-07	-0.049	-5.50E-07
-0.05	-5.47E-08	-0.05	-7.75E-08	-0.05	-1.26E-07	-0.05	-1.77E-07	-0.05	-2.55E-07	-0.05	-3.71E-07	-0.05	-5.66E-07
-0.051	-5.74E-08	-0.051	-8.10E-08	-0.051	-1.32E-07	-0.051	-1.85E-07	-0.051	-2.65E-07	-0.051	-3.81E-07	-0.051	-5.89E-07
-0.052	-5.98E-08	-0.052	-8.44E-08	-0.052	-1.38E-07	-0.052	-1.92E-07	-0.052	-2.77E-07	-0.052	-4.01E-07	-0.052	-6.17E-07
-0.053	-6.23E-08	-0.053	-8.77E-08	-0.053	-1.42E-07	-0.053	-2.00E-07	-0.053	-2.86E-07	-0.053	-4.15E-07	-0.053	-6.34E-07
-0.054	-6.49E-08	-0.054	-9.14E-08	-0.054	-1.48E-07	-0.054	-2.08E-07	-0.054	-2.99E-07	-0.054	-4.32E-07	-0.054	-6.62E-07
-0.055	-6.75E-08	-0.055	-9.54E-08	-0.055	-1.55E-07	-0.055	-2.16E-07	-0.055	-3.10E-07	-0.055	-4.48E-07	-0.055	-6.86E-07
-0.056	-7.06E-08	-0.056	-9.94E-08	-0.056	-1.60E-07	-0.056	-2.24E-07	-0.056	-3.23E-07	-0.056	-4.64E-07	-0.056	-7.01E-07
-0.057	-7.37E-08	-0.057	-1.04E-07	-0.057	-1.68E-07	-0.057	-2.34E-07	-0.057	-3.36E-07	-0.057	-4.85E-07	-0.057	-7.37E-07
-0.058	-7.65E-08	-0.058	-1.08E-07	-0.058	-1.74E-07	-0.058	-2.43E-07	-0.058	-3.50E-07	-0.058	-5.05E-07	-0.058	-7.52E-07
-0.059	-7.98E-08	-0.059	-1.12E-07	-0.059	-1.81E-07	-0.059	-2.53E-07	-0.059	-3.62E-07	-0.059	-5.18E-07	-0.059	-7.89E-07
-0.06	-8.33E-08	-0.06	-1.17E-07	-0.06	-1.89E-07	-0.06	-2.62E-07	-0.06	-3.78E-07	-0.06	-5.44E-07	-0.06	-8.09E-07
-0.061	-8.67E-08	-0.061	-1.21E-07	-0.061	-1.95E-07	-0.061	-2.72E-07	-0.061	-3.90E-07	-0.061	-5.62E-07	-0.061	-8.43E-07
-0.062	-9.03E-08	-0.062	-1.26E-07	-0.062	-2.03E-07	-0.062	-2.83E-07	-0.062	-4.07E-07	-0.062	-5.83E-07	-0.062	-8.74E-07
-0.063	-9.38E-08	-0.063	-1.31E-07	-0.063	-2.12E-07	-0.063	-2.94E-07	-0.063	-4.22E-07	-0.063	-6.05E-07	-0.063	-9.06E-07
-0.064	-9.74E-08	-0.064	-1.37E-07	-0.064	-2.20E-07	-0.064	-3.06E-07	-0.064	-4.40E-07	-0.064	-6.30E-07	-0.064	-9.31E-07
-0.065	-1.02E-07	-0.065	-1.42E-07	-0.065	-2.29E-07	-0.065	-3.18E-07	-0.065	-4.56E-07	-0.065	-6.55E-07	-0.065	-9.76E-07
-0.066	-1.06E-07	-0.066	-1.48E-07	-0.066	-2.38E-07	-0.066	-3.29E-07	-0.066	-4.74E-07	-0.066	-6.78E-07	-0.066	-9.91E-07
-0.067	-1.10E-07	-0.067	-1.53E-07	-0.067	-2.47E-07	-0.067	-3.42E-07	-0.067	-4.91E-07	-0.067	-6.98E-07	-0.067	-1.04E-06
-0.068	-1.14E-07	-0.068	-1.60E-07	-0.068	-2.57E-07	-0.068	-3.55E-07	-0.068	-5.11E-07	-0.068	-7.32E-07	-0.068	-1.07E-06
-0.069	-1.18E-07	-0.069	-1.66E-07	-0.069	-2.66E-07	-0.069	-3.68E-07	-0.069	-5.28E-07	-0.069	-7.57E-07	-0.069	-1.12E-06
-0.07	-1.23E-07	-0.07	-1.72E-07	-0.07	-2.77E-07	-0.07	-3.84E-07	-0.07	-5.50E-07	-0.07	-7.87E-07	-0.07	-1.15E-06
-0.071	-1.28E-07	-0.071	-1.79E-07	-0.071	-2.88E-07	-0.071	-3.98E-07	-0.071	-5.70E-07	-0.071	-8.15E-07	-0.071	-1.20E-06
-0.072	-1.33E-07	-0.072	-1.86E-07	-0.072	-2.98E-07	-0.072	-4.13E-07	-0.072	-5.93E-07	-0.072	-8.43E-07	-0.072	-1.23E-06
-0.073	-1.39E-07	-0.073	-1.94E-07	-0.073	-3.10E-07	-0.073	-4.29E-07	-0.073	-6.14E-07	-0.073	-8.78E-07	-0.073	-1.28E-06
-0.074	-1.44E-07	-0.074	-2.01E-07	-0.074	-3.22E-07	-0.074	-4.45E-07	-0.074	-6.38E-07	-0.074	-9.10E-07	-0.074	-1.32E-06
-0.075	-1.50E-07	-0.075	-2.09E-07	-0.075	-3.34E-07	-0.075	-4.62E-07	-0.075	-6.61E-07	-0.075	-9.40E-07	-0.075	-1.37E-06
-0.076	-1.56E-07	-0.076	-2.17E-07	-0.076	-3.48E-07	-0.076	-4.80E-07	-0.076	-6.89E-07	-0.076	-9.80E-07	-0.076	-1.42E-06
-0.077	-1.62E-07	-0.077	-2.26E-07	-0.077	-3.60E-07	-0.077	-4.98E-07	-0.077	-7.11E-07	-0.077	-1.01E-06	-0.077	-1.47E-06
-0.078	-1.68E-07	-0.078	-2.34E-07	-0.078	-3.74E-07	-0.078	-5.17E-07	-0.078	-7.39E-07	-0.078	-1.05E-06	-0.078	-1.52E-06
-0.079	-1.75E-07	-0.079	-2.43E-07	-0.079	-3.88E-07	-0.079	-5.36E-07	-0.079	-7.65E-07	-0.079	-1.09E-06	-0.079	-1.58E-06
-0.08	-1.82E-07	-0.08	-2.52E-07	-0.08	-4.02E-07	-0.08	-5.56E-07	-0.08	-7.95E-07	-0.08	-1.13E-06	-0.08	-1.62E-06
-0.081	-1.88E-07	-0.081	-2.63E-07	-0.081	-4.18E-07	-0.081	-5.78E-07	-0.081	-8.24E-07	-0.081	-1.17E-06	-0.081	-1.69E-06
-0.082	-1.96E-07	-0.082	-2.72E-07	-0.082	-4.33E-07	-0.082	-5.99E-07	-0.082	-8.55E-07	-0.082	-1.22E-06	-0.082	-1.74E-06
-0.083	-2.04E-07	-0.083	-2.83E-07	-0.083	-4.50E-07	-0.083	-6.22E-07	-0.083	-8.86E-07	-0.083	-1.26E-06	-0.083	-1.81E-06
-0.084	-2.11E-07	-0.084	-2.94E-07	-0.084	-4.67E-07	-0.084	-6.45E-07	-0.084	-9.21E-07	-0.084	-1.31E-06	-0.084	-1.88E-06
-0.085	-2.20E-07	-0.085	-3.05E-07	-0.085	-4.84E-07	-0.085	-6.68E-07	-0.085	-9.52E-07	-0.085	-1.35E-06	-0.085	-1.94E-06
-0.086	-2.28E-07	-0.086	-3.17E-07	-0.086	-5.03E-07	-0.086	-6.94E-07	-0.086	-9.90E-07	-0.086	-1.41E-06	-0.086	-2.01E-06
-0.087	-2.37E-07	-0.087	-3.29E-07	-0.087	-5.22E-07	-0.087	-7.19E-07	-0.087	-1.02E-06	-0.087	-1.46E-06	-0.087	-2.08E-06
-0.088	-2.46E-07	-0.088	-3.42E-07	-0.088	-5.41E-07	-0.088	-7.46E-07	-0.088	-1.06E-06	-0.088	-1.51E-06	-0.088	-2.15E-06
-0.089	-2.56E-07	-0.089	-3.55E-07	-0.089	-5.62E-07	-0.089	-7.74E-07	-0.089	-1.10E-06	-0.089	-1.57E-06	-0.089	-2.23E-06
-0.09	-2.65E-07	-0.09	-3.68E-07	-0.09	-5.82E-07	-0.09	-8.03E-07	-0.09	-1.14E-06	-0.09	-1.63E-06	-0.09	-2.31E-06
-0.091	-2.75E-07	-0.091	-3.82E-07	-0.091	-6.04E-07	-0.091	-8.33E-07	-0.091	-1.18E-06	-0.091	-1.68E-06	-0.091	-2.39E-06
-0.092	-2.86E-07	-0.092	-3.96E-07	-0.092	-6.27E-07	-0.092	-8.63E-07	-0.092	-1.23E-06	-0.092	-1.75E-06	-0.092	-2.48E-06
-0.093	-2.96E-07	-0.093	-4.11E-07	-0.093	-6.49E-07	-0.093	-8.94E-07	-0.093	-1.27E-06	-0.093	-1.81E-06	-0.093	-2.55E-06
-0.094	-3.08E-07	-0.094	-4.26E-07	-0.094	-6.74E-07	-0.094	-9.28E-07	-0.094	-1.32E-06	-0.094	-1.87E-06	-0.094	-2.66E-06
-0.095	-3.19E-07	-0.095	-4.42E-07	-0.095	-6.99E-07	-0.095	-9.61E-07	-0.095	-1.36E-06	-0.095	-1.94E-06	-0.095	-2.74E-06
-0.096	-3.32E-07	-0.096	-4.59E-07	-0.096	-7.25E-07	-0.096	-9.97E-07	-0.096	-1.42E-06	-0.096	-2.01E-06	-0.096	-2.85E-06
-0.097	-3.44E-07	-0.097	-4.76E-07	-0.097	-7.52E-07	-0.097	-1.03E-06	-0.097	-1.47E-06	-0.097	-2.08E-06	-0.097	-2.94E-06
-0.098	-3.57E-07	-0.098	-4.93E-07	-0.098	-7.78E-07	-0.098	-1.07E-06	-0.098	-1.52E-06	-0.098	-2.16E-06	-0.098	-3.04E-06
-0.099	-3.71E-07	-0.099	-5.12E-07	-0.099	-8.07E-07	-0.099	-1.11E-06	-0.099	-1.58E-06	-0.099	-2.23E-06	-0.099	-3.14E-06
-0.1	-3.84E-07	-0.1	-5.30E-07	-0.1	-8.37E-07	-0.1	-1.15E-06	-0.1	-1.63E-06	-0.1	-2.32E-06	-0.1	-3.26E-06
-0.101	-3.98E-07	-0.101	-5.49E-07	-0.101	-8.66E-07	-0.101	-1.19E-06	-0.101	-1.69E-06	-0.101	-2.40E-06	-0.101	-3.36E-06
-0.102	-4.13E-07	-0.102	-5.70E-07	-0.102	-9.00E-07	-0.102	-1.24E-06	-0.102	-1.75E-06	-0.102	-2.49E-06	-0.102	-3.50E-06
-0.103	-4.29E-07	-0.103	-5.91E-07	-0.103	-9.33E-07	-0.103	-1.28E-06	-0.103	-1.81E-06	-0.103	-2.57E-06	-0.103	-3.61E-06
-0.104	-4.45E-07	-0.104	-6.12E-07	-0.104	-9.64E-07	-0.104	-1.33E-06	-0.104	-1.88E-06	-0.104	-2.66E-06	-0.104	-3.74E-06
-0.105	-4.61E-07	-0.105	-6.35E-07	-0.105	-1.00E-06	-0.105	-1.37E-06	-0.105	-1.95E-06	-0.105	-2.76E-06	-0.105	-3.86E-06
-0.106	-4.77E-07	-0.106	-6.58E-07	-0.106	-1.03E-06	-0.106	-1.42E-06	-0.106	-2.01E-06	-0.106	-2.85E-06	-0.106	-3.99E-06
-0.107	-4.95E-07	-0.107	-6.82E-07	-0.107	-1.07E-06	-0.107	-1.47E-06	-0.107	-2.08E-06	-0.107	-2.95E-06	-0.107	-4.13E-06
-0.108	-5.12E-07	-0.108	-7.07E-07	-0.108	-1.11E-06	-0.108	-1.53E-06	-0.108	-2.16E-06	-0.108	-3.06E-06	-0.108	-4.28E-06
-0.109	-5.31E-07	-0.109	-7.32E-07	-0.109	-1.15E-06	-0.109	-1.58E-06	-0.109	-2.23E-06	-0.109	-3.16E-06	-0.109	-4.41E-06
-0.11	-5.51E-07	-0.11	-7.59E-07	-0.11	-1.19E-06	-0.11	-1.64E-06	-0.11	-2.31E-06	-0.11	-3.27E-06	-0.11	-4.58E-06
-0.111	-5.70E-07	-0.111	-7.85E-07	-0.111	-1.23E-06	-0.111	-1.69E-06	-0.111	-2.39E-06	-0.111	-3.38E-06	-0.111	-4.72E-06
-0.112	-5.90E-07	-0.112	-8.13E-07	-0.112	-1.28E-06	-0.112	-1.75E-06	-0.112	-2.48E-06	-0.112	-3.50E-06	-0.112	-4.89E-06
-0.113	-6.11E-07	-0.113	-8.42E-07	-0.113	-1.32E-06	-0.113	-1.82E-06	-0.113	-2.56E-06	-0.113	-3.62E-06	-0.113	-5.04E-06
-0.114	-6.33E-07	-0.114	-8.71E-07	-0.114	-1.37E-06	-0.114	-1.88E-06	-0.114	-2.65E-06	-0.114	-3.74E-06	-0.114	-5.21E-06
-0.115	-6.56E-07	-0.115	-9.03E-07	-0.115	-1.42E-06	-0.115	-1.94E-06	-0.115	-2.74E-06	-0.115	-3.87E-06	-0.115	-5.39E-06
-0.116	-6.79E-07	-0.116	-9.34E-07	-0.116	-1.47E-06	-0.116	-2.01E-06	-0.116	-2.84E-06	-0.116	-4.00E-06	-0.116	-5.58E-06
-0.117	-7.02E-07	-0.117	-9.67E-07	-0.117	-1.52E-06	-0.117	-2.08E-06	-0.117	-2.93E-06	-0.117	-4.14E-06	-0.117	-5.75E-06
